Sample,Lab ID,Class,Individual,Bundle No.,Period,Event ID,Priority,Selected,Bear No.,,#G,#U,Left,U/L,Comments,,Loci,CXX20,G1D,G10M,MSUT2,MU50,G10X,G10P,REN144 A06,G1A,G10C,D1A,G10J,G10L,CPH9,CXX110,D123,MU26,G10U,MU59,REN145 P07,G10B,MU23,G10H,Sex
48-52-01,48,Xbomb,,48,2,52-01,1,1,,,5,,C,L,, ,1,,,,,,,,,,,,,,,,,,,,,,,,250.250
54-62-02,125,Xbomb,,54,2,62-02,3,1,,,,30,A,L,1st envelope, ,6,123.135,176.176,208.214,81.97.207,130.138,141.151,,,,,,,,,,,,,,,,,,204.250
91-90-04,196,Xbomb,,91,2,90-04,1,1,,,,30,A,L,, ,0,35.37.23.39,174.78,06.10.214,181.05.09,120.34.40,141.43.59,,,,,,,,,,,,,,,,,,04.250
119-2-1,803,Xbomb,,43,2,,4,1,,,10,,A,L,, ,6,123.135,172.180,206.216,195.197,22.142,129.157,,,,,,,,,,,,,,,,,,250.250
26-2-10,830,Xbomb,,70,2,,4,1,,,,30,A,L,1st envelope, ,1,135.39.45,174.84.86,206.206,181.97.05,120.30.40,141.51.53,,,,,,,,,,,,,,,,,,04.250
77-2-2,921,Xbomb,,168,2,,4,1,,,,30,C,L,, ,2,137.139,76.76,12.214,181.09,134.140,43.43,,,,,,,,,,,,,,,,,,50.50
84-2-2,978,Xbomb,,228,2,,4,1,,,,30,A,U,, ,2,131.135,,,,,,,,,,,,,,,,,,,,,,,250.250
108-2-4,986,Xbomb,,236,2,,4,2,,,,20,C,L,, ,2,127.129,,,,30.130,,,,,,,,,,,,,,,,,,,250.250
26-2-11,1022,Xbomb,,273,2,,4,2,,,,20,C,L,"coarse underfur, 1st envelope", ,0,135.39.45,174.80,,97.205,40.140,41.141,,,,,,,,,,,,,,,,,,
131-103-01,276,Xbomb,,131,3,103-01,3,1,,,,20,C,U,, ,1,129.135,,,,38.138,,,,,,,,,,,,,,,,,,,04.250
131-103-02,275,Xbomb,,131,3,103-02,2,1,,,,30,A,L,not sure if bear, ,1,129.135,,13.213,89.189,,,,,,,,,,,,,,,,,,,,04.250
130-114-02,272,Xbomb,,130,3,114-02,2,1,,,,20,C,L,, ,5,139.139,176.182,210.214,197.197,120.42,29.153,,,,,,,,,,,,,,,,,,250.250
127-17-02,268,Xbomb,,127,3,17-02,1,1,,,,30,A,L,, ,6,135.37.41.43,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
111-19-01,234,Xbomb,,111,3,19-01,1,1,,,,30,C,L,, ,3,133.137,,,195.195,,,,,,,,,,,,,,,,,,,,250.250
117-50-06,1046,Xbomb,,117,3,50-06,3,2,,,,30,C,U,, ,3,135.23.37,80.180,206.08.18,197.203,122.134,53.153,,,,,,,,,,,,,,,,,,204.250
155-77-01,319,Xbomb,,155,3,77-01,2,1,,,,20,C,L,1st envelope, ,1,137.139,72.178,210.00.14,181.09,134.38.40,43.143,,,,,,,,,,,,,,,,,,04.50
92-3-2,818,Xbomb,,58,3,,4,1,,,,30,A,L,, ,0,137.31.39,176.80.82,06.10.214,,120.42,129.53,,,,,,,,,,,,,,,,,,04.250
29-3-2,888,Xbomb,,133,3,,4,1,,,,20,C,U,, ,2,123.47,174.76,16.218,95.195,124.140,41.43.35.55,,,,,,,,,,,,,,,,,,204.250
14-3-7,1003,Xbomb,,253,3,,4,2,,,,30,C,L,, ,2,135.39.45,174.84.86,206.16,197.205,120.32.40,141.45.51,,,,,,,,,,,,,,,,,,250.250
203-113-02,408,Xbomb,,203,4,113-02,1,1,,,5,,C,L,, ,5,123.137,176.86,214.218,205.207,134.136,133.147,,,,,,,,,,,,,,,,,,50.250
202-120-04,407,Xbomb,,202,4,120-04,3,1,,,10,,A,U,, ,1,,,,95.195,,,,,,,,,,,,,,,,,,,,250.250
194-16-02,1058,Xbomb,,194,4,16-02,2,2,,,,30,A,L,, ,6,135.39.43,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,204.250
166-45-01,337,Xbomb,,166,4,45-01,2,2,,,,20,C,L,, ,1,123.39,172.76,208.10.14,201.209,124.26.34,149.51,,,,,,,,,,,,,,,,,,04.250
182-51-01,371,Xbomb,,182,4,51-01,2,1,,,,30,C,L,, ,1,,,10.210,95.195,,,,,,,,,,,,,,,,,,,,250.250
179-52-04,366,Xbomb,,179,4,52-04,2,1,,,,30,A,L,maybe not bear?, ,2,125.131,,,,,,,,,,,,,,,,,,,,,,,250.250
160-57-01,327,Xbomb,,160,4,57-01,1,1,,,,20,C,L,, ,0,123.35,,206.08,,122.34,41.41,,,,,,,,,,,,,,,,,,
160-57-03,328,Xbomb,,160,4,57-03,3,1,,,,20,C,L,maybe not bear?, ,2,135.139,78.178,,97.209,122.122,53.153,,,,,,,,,,,,,,,,,,50.250
218-93-05,435,Xbomb,,218,4,93-05,3,1,,,,20,C,L,, ,3,23.137,176.86,14.218,207.207,34.136,133.147,,,,,,,,,,,,,,,,,,250.250
86-4-7,782,Xbomb,,21,4,,4,1,,,,20,C,L,, ,2,123.135,76.176,06.08.214,97.07,30.36.138,141.49.51,,,,,,,,,,,,,,,,,,204.250
28-4-5,788,Xbomb,,27,4,,4,1,,,,20,C,L,, ,3,135.37.43,176.78.82,216.218,95.201,114.136,129.49.53,,,,,,,,,,,,,,,,,,250.250
36-4-4,853,Xbomb,,95,4,,4,1,,,,30,C,L,"coarse underfur, not bear?", ,2,139.41,184.74.86,206.216,97.207,28.30.140,141.151,,,,,,,,,,,,,,,,,,
330-22-04,636,Xbomb,,330,5,22-04,2,,,,,30,A,L,, ,4,133.35.37,172.186,210.212,191.197,28.32.34.40,35.141,,,,,,,,,,,,,,,,,,204.250
248-36-02,494,Xbomb,,248,5,36-02,1,1,,,8,,C,L,, ,2,135.139,174.184,206.12.16,197.81.05,120.32,141.45.53,,,,,,,,,,,,,,,,,,04.250
257-39-05,509,Xbomb,,257,5,39-05,3,1,,,,20,C,L,, ,1,123.35.41,176.182,08.14.16.18,95.97.01.05,114.36,129.41.49,,,,,,,,,,,,,,,,,,04.250
305-42-02,595,Xbomb,,305,5,42-02,3,1,,,,20,C,U,, ,0,45.145,,,,,,,,,,,,,,,,,,,,,,,
243-45-04,484,Xbomb,,243,5,45-04,1,1,,,6,,C,L,, ,1,135.39,,206.16,197.205,120.32,41.45,,,,,,,,,,,,,,,,,,50.50
265-50-01,524,Xbomb,,265,5,50-01,1,1,,,,30,C,L,, ,1,135.143,176.82.84,06.16.218,181.95.01,114.30.136,129.53.149,,,,,,,,,,,,,,,,,,04.250
268-62-04,528,Xbomb,,268,5,62-04,1,1,,,5,,C,L,, ,3,123.135,176.84,208.214,81.97.01.07,130.20.38,141.53.151,,,,,,,,,,,,,,,,,,204.250
241-71-05,1111,Xbomb,,241,5,71-05,3,3,,,,30,A,L,maybe not bear?, ,2,125.131,,,,,,,,,,,,,,,,,,,,,,,250.250
297-82-01,580,Xbomb,,297,5,82-01,1,1,,,,30,C,L,2nd envelope, ,2,133.37,182.182,212.14,,120.120,,,,,,,,,,,,,,,,,,,
256-87-01,507,Xbomb,,256,5,87-01,2,1,,,,30,C,L,, ,4,135.23.37,172.180,206.216,195.197,136.142,129.49.57,,,,,,,,,,,,,,,,,,04.250
56-5-9,822,Xbomb,,62,5,,4,1,,,,20,C,L,2nd envelope, ,1,,78.180,06.10.14.16,,122.136,41.153,,,,,,,,,,,,,,,,,,04.50
50-5-8,933,Xbomb,,181,5,,4,1,,,6,,C,U,, ,6,135.139,184.184,206.212,181.201,120.130,29.153,,,,,,,,,,,,,,,,,,204.250
71-5-1,1017,Xbomb,,268,5,,4,2,,,,30,C,L,coarse underfur, ,6,25.31.35.39,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
344-16-01,667,Xbomb,,344,6,16-01,1,1,,,,20,C,U,, ,0,27.35.143,,,,118.20.22,,,,,,,,,,,,,,,,,,,
321-34-02,622,Xbomb,,321,6,34-02,2,1,,,,20,C,L,, ,4,135.45.43.139,174.84.86,206.216,197.205,120.132,41.45.51.53,,,,,,,,,,,,,,,,,,250.250
314-45-02,607,Xbomb,,314,6,45-02,3,1,,,10,,A,L,, ,6,135.23.39,174.184,206.216,197.205,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
336-50-03,649,Xbomb,,336,6,50-03,1,1,,,5,,C,U,, ,2,35.139,,04.06.12,,120.130,41.53,,,,,,,,,,,,,,,,,,204.250
318-59-01,614,Xbomb,,318,6,59-01,1,1,,,5,,C,U,, ,1,35.135,,14.16.218,,,,,,,,,,,,,,,,,,,,,250.250
315-69-01,608,Xbomb,,315,6,69-01,1,1,,,,20,C,L,, ,0,123.35,178.80,10.216,,,,,,,,,,,,,,,,,,,,,50.250
338-75-04,654,Xbomb,,338,6,75-04,3,1,,,10,,B,L,, ,1,135.139,76.184,206.12.18,181.95.01,120.30.36,29.153,,,,,,,,,,,,,,,,,,04.250
349-8-01,673,Xbomb,,349,6,8-01,1,1,,,,30,A,U,, ,3,137.143,,10.210,199.205,132.38.40,47.47,,,,,,,,,,,,,,,,,,204.250
337-86-03,1086,Xbomb,,337,6,86-03,2,2,,,10,,B,L,, ,6,135.139,76.184,206.212,181.201,120.130,153.153,,,,,,,,,,,,,,,,,,204.250
26-46-09,1031,Xbomb,,26,,46-09,3,2,,,,30,A,L,, ,6,139.141,184.186,206.216,197.205,20.32.140,141.151,,,,,,,,,,,,,,,,,,204.250
23-100-02,,Xinadequate,,23,1,100-02,2,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
19-113-01,,Xinadequate,,19,1,113-01,1,1,,,,,,,no roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
20-120-04,,Xinadequate,,20,1,120-04,1,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
4-15-02,,Xinadequate,,4,1,15-02,1,1,,,,,,,just shafts, ,0,,,,,,,,,,,,,,,,,,,,,,,,
14-16-03,,Xinadequate,,14,1,16-03,1,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
378-71-07,,Xinadequate,,378,1,71-07,2,1,,,,,,,neither envelope had sufficient hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
18-8-02,,Xinadequate,,18,1,8-02,3,1,,,,,,,2 hairs - dubious roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
6-87-03,,Xinadequate,,6,1,87-03,1,1,,,,,,,only one uf  root, ,0,,,,,,,,,,,,,,,,,,,,,,,,
27-88-02,,Xinadequate,,27,1,88-02,2,1,,,,,,,, ,0,,,,,,,,,,,,,,,,,,,,,,,,
382-88-03,,Xinadequate,,382,1,88-03,2,1,,,,,,,no roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
27-88-04,,Xinadequate,,27,1,88-04,1,1,,,,,,,<5 uf in each envelope, ,0,,,,,,,,,,,,,,,,,,,,,,,,
30-91-02,,Xinadequate,,30,1,91-02,2,2,,,,,,,< 20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
4-2-04,,Xinadequate,,4,2,2-04,3,1,,,,,,,2 gh, ,0,,,,,,,,,,,,,,,,,,,,,,,,
41-26-01,,Xinadequate,,41,2,26-01,2,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
39-36-07,,Xinadequate,,39,2,36-07,2,1,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
79-84-05,,Xinadequate,,79,2,84-05,1,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
70-99-02,,Xinadequate,,70,2,99-02,1,1,,,,,,,1 gh, ,0,,,,,,,,,,,,,,,,,,,,,,,,
122-1-01,,Xinadequate,,122,3,1-01,1,1,,,,,,,5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
135-108-05,,Xinadequate,,135,3,108-05,2,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
137-109-06,,Xinadequate,,137,3,109-06,1,1,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
129-11-06,,Xinadequate,,129,3,11-06,1,1,,,,,,L,1 gh, ,0,,,,,,,,,,,,,,,,,,,,,,,,
102-26-01,,Xinadequate,,102,3,26-01,1,1,,,,,,,1 hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
112-29-04,,Xinadequate,,112,3,29-04,2,2,,,,,,,< 5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
150-42-01,,Xinadequate,,150,3,42-01,2,,,,,,,,both envelopes had too few hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
150-42-03,,Xinadequate,,150,3,42-03,1,1,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
151-56-02,,Xinadequate,,151,3,56-02,2,2,,,,,,,not enough hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
151-56-07,,Xinadequate,,151,3,56-07,3,,,,,,,,no roots on hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
151-56-08,,Xinadequate,,151,3,56-08,1,1,,,,,,,both envelopes had too few hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
142-61-01,,Xinadequate,,142,3,61-01,1,1,,,,,,,1 guard hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
149-72-01,,Xinadequate,,149,3,72-01,1,1,,,,,,,1 hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
143-73-01,,Xinadequate,,143,3,73-01,1,1,,,,,,,~5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
155-77-02,,Xinadequate,,155,3,77-02,1,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
351-83-03,,Xinadequate,,351,3,83-03,3,2,,,,,,,1 root, ,0,,,,,,,,,,,,,,,,,,,,,,,,
148-83-06,,Xinadequate,,148,3,83-06,3,1,,,,,,,<20uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
148-83-07,,Xinadequate,,148,3,83-07,1,1,,,,,,,both envelopes had <20uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
390-83-10,,Xinadequate,,390,3,83-10,1,1,,,,,,,neither envelope has sufficient hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
145-84-01,,Xinadequate,,145,3,84-01,1,1,,,,,,,neither envelope had enough, ,0,,,,,,,,,,,,,,,,,,,,,,,,
312-85-02,,Xinadequate,,312,3,85-02,3,2,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
147-94-01,,Xinadequate,,147,3,94-01,2,1,,,,,,,"only 3 hairs, probably Xspecies too", ,0,,,,,,,,,,,,,,,,,,,,,,,,
55-3-8,,Xinadequate,,221,3,,4,1,,,,,,,2 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
207-106-09,,Xinadequate,,207,4,106-09,2,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
215-117-01,,Xinadequate,,215,4,117-01,1,1,,,,,,,, ,0,,,,,,,,,,,,,,,,,,,,,,,,
215-117-03,,Xinadequate,,215,4,117-03,2,1,,,,,,,, ,0,,,,,,,,,,,,,,,,,,,,,,,,
212-119-05,,Xinadequate,,212,4,119-05,2,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
281-120-06,,Xinadequate,,281,4,120-06,3,1,,,,,,,1 hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
48-120-07,,Xinadequate,,48,4,120-07,3,3,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
188-18-02,,Xinadequate,,188,4,18-02,2,1,,,,,,,envelope appears to be empty, ,0,,,,,,,,,,,,,,,,,,,,,,,,
190-28-01,,Xinadequate,,190,4,28-01,2,2,,,,,,,<20uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
166-45-06,,Xinadequate,,166,4,45-06,1,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
181-50-03,,Xinadequate,,181,4,50-03,3,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
181-50-06,,Xinadequate,,181,4,50-06,1,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
182-51-02,,Xinadequate,,182,4,51-02,1,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
227-56-02,,Xinadequate,,227,4,56-02,1,1,,,,,,,2 hairs with roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
183-62-01,,Xinadequate,,183,4,62-01,1,1,,,,,,,<20uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
184-63-01,,Xinadequate,,184,4,63-01,1,1,,,,,,,both samples didn’t have enough hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
159-69-01,,Xinadequate,,159,4,69-01,1,1,,,,,,,too few hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
159-69-02,,Xinadequate,,159,4,69-02,3,,,,,,,,too few hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
159-69-04,,Xinadequate,,159,4,69-04,2,1,,,,,,,too few hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
111-72-03,,Xinadequate,,111,4,72-03,2,2,,,,,,,<5 hairs in both envelopes, ,0,,,,,,,,,,,,,,,,,,,,,,,,
185-74-01,,Xinadequate,,185,4,74-01,1,1,,,,,,,only a couple of hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
186-75-02,,Xinadequate,,186,4,75-02,3,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
178-87-01,,Xinadequate,,178,4,87-01,2,1,,,,,,,3 gh, ,0,,,,,,,,,,,,,,,,,,,,,,,,
225-94-02,,Xinadequate,,225,4,94-02,1,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
226-95-01,,Xinadequate,,226,4,95-01,1,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
86-4-5,,Xinadequate,,8,4,,4,1,,,,,,,1 hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
75-4-8,,Xinadequate,,19,4,,4,1,,,,,,L,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
106-4-7,,Xinadequate,,84,4,,4,1,,,,,,,3 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
119-4-6,,Xinadequate,,98,4,,4,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
62-4-7,,Xinadequate,,99,4,,4,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
26-4-1,,Xinadequate,,112,4,,4,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
27-4-1,,Xinadequate,,142,4,,4,1,,,,,,,1 hair, ,0,,,,,,,,,,,,,,,,,,,,,,,,
120-4-8,,Xinadequate,,169,4,,4,1,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
52-4-2,,Xinadequate,,264,4,,4,2,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
284-108-02,,Xinadequate,,284,5,108-02,2,2,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
255-16-03,,Xinadequate,,255,5,16-03,1,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
254-18-01,,Xinadequate,,254,5,18-01,2,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
262-27-01,,Xinadequate,,262,5,27-01,1,1,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
262-27-02,,Xinadequate,,262,5,27-02,2,2,,,,,,,3 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
258-29-02,,Xinadequate,,258,5,29-02,2,1,,,,,,,2 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
257-39-01,,Xinadequate,,257,5,39-01,1,1,,,,,,,3 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
302-41-04,,Xinadequate,,302,5,41-04,1,1,,,,,,L,< 5 uf envelope says 41-14, ,0,,,,,,,,,,,,,,,,,,,,,,,,
35-56-04,,Xinadequate,,35,5,56-04,3,1,,,,,,,<5 uf , ,0,,,,,,,,,,,,,,,,,,,,,,,,
311-56-08,,Xinadequate,,311,5,56-08,1,1,,,,,,,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
268-62-01,,Xinadequate,,268,5,62-01,2,1,,,,,,,< 5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
313-77-01,,Xinadequate,,313,5,77-01,2,1,,,,,,,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
313-77-02,,Xinadequate,,313,5,77-02,1,1,,,,,,,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
266-86-01,,Xinadequate,,266,5,86-01,1,1,,,,,,,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
256-87-02,,Xinadequate,,256,5,87-02,3,1,,,,,,,5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
312-88-01,,Xinadequate,,312,5,88-01,1,1,,,,,,,less than 5 roots in both envelopes, ,0,,,,,,,,,,,,,,,,,,,,,,,,
307-89-02,,Xinadequate,,307,5,89-02,2,1,,,,,,L,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
307-89-04,,Xinadequate,,307,5,89-04,3,1,,,,,,L,2 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
306-91-04,,Xinadequate,,306,5,91-04,1,1,,,,,,,<5uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
290-93-02,,Xinadequate,,290,5,93-02,1,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
283-98-03,,Xinadequate,,283,5,98-03,1,1,,,,,,L,2 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
16-5-1,,Xinadequate,,38,5,,4,1,,,,,,,3 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
89-5-3,,Xinadequate,,74,5,,4,1,,,,,,,<20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
56-5-2,,Xinadequate,,152,5,,4,1,,,,,,,, ,0,,,,,,,,,,,,,,,,,,,,,,,,
67-5-3,,Xinadequate,,192,5,,4,1,,,,,,,< 20 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
348-1-01,,Xinadequate,,348,6,1-01,1,1,,,,,,,2 roots, ,0,,,,,,,,,,,,,,,,,,,,,,,,
377-120-02,,Xinadequate,,377,6,120-02,2,1,,,,,,U,1 root, ,0,,,,,,,,,,,,,,,,,,,,,,,,
343-17-03,,Xinadequate,,343,6,17-03,2,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
345-18-01,,Xinadequate,,345,6,18-01,1,1,,,,,,,1 gh 5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
345-18-02,,Xinadequate,,345,6,18-02,2,1,,,,,,,<5 uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
329-39-01,,Xinadequate,,329,6,39-01,1,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
351-55-01,,Xinadequate,,351,6,55-01,1,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
357-66-01,,Xinadequate,,357,6,66-01,2,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
366-73-01,,Xinadequate,,366,6,73-01,1,1,,,,,,,4 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
366-73-03,,Xinadequate,,366,6,73-03,3,1,,,,,,,both envelopes had <4 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
339-74-01,,Xinadequate,,339,6,74-01,1,1,,,,,,,3 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
330-87-01,,Xinadequate,,330,6,87-01,1,1,,,,,,,<10uf, ,0,,,,,,,,,,,,,,,,,,,,,,,,
354-89-01,,Xinadequate,,354,6,89-01,1,1,,,,,,,2 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
368-93-03,,Xinadequate,,368,6,93-03,1,1,,,,,,,<5 hairs, ,0,,,,,,,,,,,,,,,,,,,,,,,,
50-50-02,123,Xmixed,,50,2,50-02,3,1,,,10,,A,L,, ,2,135.23.37,176.180,06.08.14.18,197.03.07,122.30.34,41.153,,,,,,,,,,,,,,,,,,204.250
54-62-05,54,Xmixed,,54,2,62-05,1,1,,,10,,A,L,kinky guard hairs, ,1,,,06.08.12.14,181.01,,,157.59.61,,,,,187.91.05,135.37.53,,,,,,29.35.37.39,,,,239.41,204.250
138-106-04,290,Xmixed,,138,3,106-04,3,1,,,7,,B,,different ID in second spreadsheet - (10-4) - envelope actually 106-4, ,3,123.137,176.82.86,10.214,95.97.201,120.134,129.53.57,,,,,,,,,,,,,,,,,,204.250
207-106-10,416,Xmixed,,207,4,106-10,1,1,,,,30,C,U,, ,1,37.39.41.45,176.82.86,06.10.14.18,97.201,120.34.40,129.51.53,,,,,,,,,,,,,,,,,,204.250
145-60-12,302,Xmixed,,145,4,60-12,2,1,,,,30,A,L,, ,2,23.35.139,174.80.84,206.216,197.205,120.24.32,141.45.59,,,,,,,,,,,,,,,,,,04.250
177-64-01,362,Xmixed,,177,4,64-01,2,1,,,,30,A,L,, ,0,23.35.41.45,72.76.186,206.16.18,95.97.201,134.36.40,49.51.29.53,,,,,,,,,,,,,,,,,,04.250
34-4-6,798,Xmixed,,37,4,,4,1,,,10,,A,L,, ,1,135.37.39,74.76.82.84,06.10.14.16,197.205,120.32,29.41.45.53,,,,,,,,,,,,,,,,,,04.250
86-4-8,826,Xmixed,,66,4,,4,1,,,,30,A,L,1st envelope, ,0,135.39.43,176.82.84,06.12.16.18,181.95.01,14.20.30.36,29.49.153,,,,,,,,,,,,,,,,,,04.250
246-14-02,489,Xmixed,,246,5,14-02,1,1,,,,20,C,U,, ,2,135.39.41,184.74.86,206.216,197.205,20.32.140,141.45.51,,,,,,,,,,,,,,,,,,04.250
300-21-05,587,Xmixed,,300,5,21-05,3,1,,,2,20,C,L,, ,0,35.37.147,180.72.82,206.08.10,91.99.205,134.28.38,141.35.45,,,,,,,,,,,,,,,,,,04.250
348-50-03,671,Xmixed,,348,5,50-03,2,,,,,30,A,L,, ,0,35.143,180.76.82,206.08.16,197.01.09,14.24.28.36,29.59.149,,,,,,,,,,,,,,,,,,04.250
377-120-05,728,Xmixed,,377,6,120-05,1,1,,,5,,C,L,1st envelope, ,1,123.37.39,76.78.82.86,06.214,95.01.207,20.22.134,141.57.153,,,,,,,,,,,,,,,,,,204.250
334-27-02,645,Xmixed,,334,6,27-02,2,1,,,5,,C,U,, ,0,135.39.43,176.82.84,206.16.18,81.95.201,14.20.30.36,129.49.53,,,,,,,,,,,,,,,,,,04.250
357-66-02,690,Xmixed,,357,6,66-02,1,1,,,10,,A,L,, ,1,137.139,172.74.78,210.12.14,181.97.09,20.34.140,141.43.45,,,,,,,,,,,,,,,,,,04.250
68-121-02,,Xnotsent,,68,2,121-02,1,1,,,,,,,no envelope with this number in bundle, ,0,,,,,,,,,,,,,,,,,,,,,,,,
354-89-02,,Xnotsent,,354,3,89-02,2,1,,,,,,,not found in bundle, ,0,,,,,,,,,,,,,,,,,,,,,,,,
393-33-02,,Xnotsent,,393,4,33-02,3,1,,,,,,,envelope actually in bundle - 33-03 (should be in bundle 244), ,0,,,,,,,,,,,,,,,,,,,,,,,,
